504,457,usersubscription,13704,3,U,"1.00000",,S13704-10485-3,Aggiorna Esploratore,Aggiorna esploratore,,,,"0.00000",EUR,"99.00000","0001-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00",2021-03-27 11:05:08,2022-03-27 10:05:08,2023-03-27 10:05:08,"0",2,,"",1002,,,"0","0",1
531,475,usersubscription,13751,2,N,"1.00000",,S13751-24508-2, Weekender, weekender,,,,"0.00000",EUR,"29.00000","0001-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00",2021-03-31 14:09:55,2022-03-31 14:09:55,2023-03-31 14:09:55,"0",2,,"",1,,,"0","0",1
535,478,merchandise,142,9,U,"1.00000",,M142-22092-9, Magazine Impronte, magazine,,,,"0.00000",EUR,"69.00000","0000-00-00 00:00:00","0000-00-00 00:00:00","",2021-04-03 09:31:18,"0000-00-00 00:00:00","0000-00-00 00:00:00","0","0",,"",1002,,,1,"0",1
546,488,usersubscription,13798,3,N,"1.00000",,S13798-24554-3, Esploratore, esploratore,,,,"0.00000",EUR,"99.00000","0001-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00",2021-04-06 14:54:31,2022-04-06 14:54:31,2023-04-06 14:54:31,"0",2,,"",1002,,,"0","0",1
550,492,usersubscription,13809,3,U,"1.00000",,S13809-18789-3,Aggiorna Esploratore,Aggiorna esploratore,,,,"0.00000",EUR,"99.00000","0001-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00",2021-04-06 19:01:11,2022-04-06 19:01:11,2023-04-06 19:01:11,"0",2,,"",1002,,,"0","0",1
551,493,usersubscription,13810,3,U,"1.00000",,S13810-24366-3,Aggiorna Esploratore,Aggiorna esploratore,,,,"0.00000",EUR,"99.00000","0001-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00",2021-04-06 19:04:07,2022-04-06 19:04:07,2023-04-06 19:04:07,"0",2,,"",1002,,,"0","0",1
552,494,usersubscription,13814,3,U,"1.00000",,S13814-23144-3,Aggiorna Esploratore,Aggiorna esploratore,,,,"0.00000",EUR,"99.00000","0001-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00",2021-04-07 08:23:58,2022-04-07 08:23:58,2023-04-07 08:23:58,"0",2,,"",1002,,,"0","0",1
555,496,usersubscription,13823,2,U,"1.00000",,S13823-24570-2,Aggiorna Weekender,Aggiorna weekender,,,,"0.00000",EUR,"29.00000","0001-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00",2021-04-07 14:23:41,2022-04-07 14:23:41,2023-04-07 14:23:41,"0",2,,"",1,,,"0","0",1
558,498,usersubscription,13836,3,N,"1.00000",,S13836-24588-3, Esploratore, esploratore,,,,"0.00000",EUR,"99.00000","0001-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00",2021-04-08 16:17:56,2022-04-08 16:17:56,2023-04-08 16:17:56,"0","0",,"",1002,,,"0","0",1
559,499,usersubscription,13859,3,N,"1.00000",,S13859-24611-3, Esploratore, esploratore,,,,"0.00000",EUR,"99.00000","0001-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00",2021-04-10 20:03:50,2022-04-10 20:03:50,2023-04-10 20:03:50,"0",2,,"",1002,,,"0","0",1
560,500,usersubscription,13878,2,N,"1.00000",,S13878-24630-2, Weekender, weekender,,,,"0.00000",EUR,"29.00000","0001-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00",2021-04-12 06:00:39,2022-04-12 06:00:39,2023-04-12 06:00:39,"0","0",,"",1,,,"0","0",1
563,502,usersubscription,13882,1,N,"1.00000",,S13882-24634-1, Spirito libero - FREE, free,,,,"0.00000",EUR,"0.00000","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00",2021-04-12 13:42:45,"0000-00-00 00:00:00","0000-00-00 00:00:00","0","0",,"",1002,,,"0","0",1
